firstName,lastName,name,team,team_id,overall_rating,skin_color,hair_color,jersey_num,position,height,weight,agility_rating,speed_rating,strength_rating,throwPower_rating,catching_rating,pursuit_rating,manCoverage_rating,jumping_rating,kickPower_rating,face,helmet_r,head_r,waist_r,armLeft_r,armRight_r,leg_r,tattoo_r,sleeveLeft_r,sleeveRight_r,hand_r,undershirt,undershirt_r,visor_r
Rashod,Bateman,WR_7_Rashod_Bateman,Ravens,3,77,0.15,black,7,WR,73,193,90,91,50,38,70,37,15,74,75,1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Devin,Duvernay,WR_13_Devin_Duvernay,Ravens,3,75,0.35,brown,13,WR,71,200,83,94,48,45,65,44,16,63,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tylan,Wallace,WR_16_Tylan_Wallace,Ravens,3,71,0.15,black,16,WR,71,193,90,90,45,24,56,20,20,60,75,1,-1,-1,2,-1,-1,-1,6,0,0,0,0,0,0
James,Proche,WR_3_James_Proche,Ravens,3,71,0.1,black,3,WR,71,201,85,92,53,38,54,33,18,61,75,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0
Jaylon,Moore,WR_10_Jaylon_Moore,Ravens,3,71,0.35,black,10,WR,71,191,83,90,56,29,54,30,8,60,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Binjimen,Victor,WR_81_Binjimen_Victor,Ravens,3,71,0.25,black,81,WR,76,199,90,88,53,29,55,34,11,60,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Shemar,Bridges,WR_85_Shemar_Bridges,Ravens,3,69,0.35,black,85,WR,75,207,90,86,52,29,53,51,25,61,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Slade,Bolden,WR_82_Slade_Bolden,Ravens,3,70,1,black,82,WR,71,189,90,88,51,48,52,31,19,60,75,1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Mark,Andrews,TE_89_Mark_Andrews,Ravens,3,90,1,blonde,89,TE,77,256,89,89,88,29,92,34,11,93,75,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Nick,Boyle,TE_86_Nick_Boyle,Ravens,3,78,1,blonde,86,TE,76,270,79,80,74,17,84,48,15,72,75,2,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Charlie,Kolar,TE_88_Charlie_Kolar,Ravens,3,77,1,black,88,TE,78,250,79,79,75,22,76,48,20,82,75,1,-1,-1,1,-1,-1,-1,3,0,0,0,0,0,0
Isaiah,Likely,TE_80_Isaiah_Likely,Ravens,3,77,0.35,black,80,TE,76,235,80,84,77,33,74,48,26,79,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Ronnie,Stanley,LT_79_Ronnie_Stanley,Ravens,3,87,0.25,black,79,LT,78,315,72,74,97,23,25,30,10,80,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Patrick,Mekari,LT_61_Patrick_Mekari,Ravens,3,74,1,brown,61,LT,76,321,53,64,85,20,13,18,12,66,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tyre,Phillips,LG_74_Tyre_Phillips,Ravens,3,69,0.35,black,74,LG,77,330,60,68,73,25,9,20,11,57,75,1,-1,-1,1,-1,-1,-1,4,0,0,0,0,0,0
Ben,Powers,LG_72_Ben_Powers,Ravens,3,65,1,black,72,LG,76,310,53,58,72,15,16,18,8,42,75,4,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Tyler,Linderbaum,C_64_Tyler_Linderbaum,Ravens,3,79,1,black,64,C,74,305,70,69,83,24,23,32,7,70,75,4,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Trystan,Colon-Castillo,C_63_Trystan_Colon-Castillo,Ravens,3,77,1,black,63,C,75,313,68,64,82,25,37,34,16,69,75,1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Kevin,Zeitler,RG_70_Kevin_Zeitler,Ravens,3,80,1,blonde,70,RG,76,315,58,57,91,15,15,23,11,73,75,5,-1,-1,0,-1,-1,-1,3,0,0,0,0,0,0
Ben,Cleveland,RG_66_Ben_Cleveland,Ravens,3,77,1,brown,66,RG,78,357,52,60,88,17,30,24,15,66,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Morgan,Moses,RT_78_Morgan_Moses,Ravens,3,74,0.2,blonde,78,RT,78,330,76,69,78,19,66,57,12,56,75,2,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,0
Daniel,Faalele,RT_77_Daniel_Faalele,Ravens,3,60,0.3,black,77,RT,80,380,60,59,62,14,27,28,13,46,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Ja'Wuan,James,RT_71_Ja'Wuan_James,Ravens,3,59,0.35,black,71,RT,78,312,53,58,63,15,22,23,15,43,75,1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Calais,Campbell,DE_93_Calais_Campbell,Ravens,3,88,0.25,black,93,DE,80,300,79,73,95,34,42,94,20,80,75,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Justin,Madubuike,DE_92_Justin_Madubuike,Ravens,3,73,0.25,blonde,92,DE,75,300,69,73,72,22,33,79,21,69,75,5,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Brent,Urban,DE_68_Brent_Urban,Ravens,3,67,1,black,68,DE,79,295,73,81,65,18,41,67,23,53,75,1,0,-1,0,-1,-1,-1,4,0,0,0,0,0,0
Kahlil,McKenzie,DE_91_Kahlil_McKenzie,Ravens,3,60,0.35,brown,91,DE,73,302,61,71,62,26,23,59,17,52,75,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0
Michael,Pierce,DT_58_Michael_Pierce,Ravens,3,87,0.35,brown,58,DT,72,345,65,67,95,10,34,94,16,86,75,0,-1,-1,0,-1,-1,-1,4,0,0,0,0,0,0
Travis,Jones,DT_98_Travis_Jones,Ravens,3,76,0.35,brown,98,DT,76,327,60,66,83,23,33,78,15,72,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Patrick,Queen,LB_6_Patrick_Queen,Ravens,3,78,0.1,black,6,LB,72,232,88,86,60,23,64,80,57,73,75,1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0
Tyus,Bowser,LB_54_Tyus_Bowser,Ravens,3,81,0.85,blonde,54,LB,75,242,73,79,76,14,64,86,64,87,75,5,-1,-1,0,-1,-1,-1,6,0,0,0,0,0,0
Odafe,Oweh,LB_43_Odafe_Oweh,Ravens,3,81,0.35,black,43,LB,76,238,89,88,72,20,59,78,59,83,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Josh,Bynes,LB_56_Josh_Bynes,Ravens,3,73,0.1,black,56,LB,73,235,75,77,70,10,40,73,52,75,75,1,-1,-1,2,-1,-1,-1,7,0,0,0,0,0,0
Malik,Harrison,LB_40_Malik_Harrison,Ravens,3,72,0.35,brown,40,LB,75,247,84,82,57,48,57,68,55,65,75,0,-1,-1,1,-1,-1,-1,4,0,0,0,0,0,0
Jaylon,Ferguson,LB_45_Jaylon_Ferguson,Ravens,3,71,0.35,brown,45,LB,77,270,90,87,57,21,52,69,38,66,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Kristian,Welch,LB_57_Kristian_Welch,Ravens,3,69,0.35,black,57,LB,75,240,80,82,56,19,57,63,51,62,75,1,-1,-1,1,-1,-1,-1,2,0,0,0,0,0,0
Daelin,Hayes,LB_59_Daelin_Hayes,Ravens,3,67,0.25,black,59,LB,76,253,78,86,53,22,66,64,44,61,75,1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
David,Ojabo,LB_90_David_Ojabo,Ravens,3,65,0.2,black,90,LB,76,255,75,78,52,7,31,65,43,62,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Vince,Biegel,LB_47_Vince_Biegel,Ravens,3,67,1,brown,47,LB,75,246,80,80,52,25,56,66,46,63,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Diego,Fagot,LB_48_Diego_Fagot,Ravens,3,66,1,brown,48,LB,75,238,79,83,51,24,44,66,38,60,75,0,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
Marlon,Humphrey,CB_44_Marlon_Humphrey,Ravens,3,90,0.25,black,44,CB,72,197,89,90,83,21,73,83,93,90,75,1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
Marcus,Peters,CB_24_Marcus_Peters,Ravens,3,86,0.3,black,24,CB,72,197,90,88,70,33,81,82,89,92,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Kevion,Seymour,CB_25_Kevion_Seymour,Ravens,3,76,0.4,black,25,CB,72,185,88,88,56,15,63,69,70,76,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Jalyn,Armour-Davis,CB_5_Jalyn_Armour-Davis,Ravens,3,72,0.2,black,5,CB,73,195,88,85,54,16,63,63,63,74,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Damarion,Williams,CB_15_Damarion_Williams,Ravens,3,72,0.35,black,15,CB,71,215,84,93,53,25,60,65,61,62,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Iman,Marshall,CB_37_Iman_Marshall,Ravens,3,70,0.35,black,37,CB,73,210,84,90,53,27,60,62,58,64,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
David,Vereen,CB_33_David_Vereen,Ravens,3,72,0.35,black,33,CB,69,188,87,97,50,35,61,61,57,65,75,1,0,-1,2,-1,-1,-1,2,0,0,0,0,0,0
Robert,Jackson,CB_31_Robert_Jackson,Ravens,3,69,0.35,black,31,CB,75,230,85,89,50,15,58,62,56,65,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Denzel,Williams,CB_39_Denzel_Williams,Ravens,3,70,0.35,brown,39,CB,70,180,84,92,51,28,59,63,57,66,75,0,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Kyle,Fuller,CB_18_Kyle_Fuller,Ravens,3,71,0.35,black,18,CB,71,194,84,93,48,42,57,60,58,69,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Kyle,Hamilton,S_14_Kyle_Hamilton,Ravens,3,79,0.2,black,14,S,76,220,89,88,65,33,64,75,78,81,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Marcus,Williams,S_32_Marcus_Williams,Ravens,3,83,0.2,black,32,S,73,195,86,84,83,21,52,80,80,87,75,1,-1,-1,2,-1,-1,-1,7,0,0,0,0,0,0
Chuck,Clark,S_36_Chuck_Clark,Ravens,3,75,0.25,black,36,S,72,205,79,87,56,25,74,83,72,85,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Tony,Jefferson,S_23_Tony_Jefferson,Ravens,3,73,0.35,black,23,S,71,211,86,87,56,21,67,65,60,90,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Brandon,Stephens,S_21_Brandon_Stephens,Ravens,3,73,0.35,black,21,S,73,213,92,81,64,26,72,71,57,85,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Geno,Stone,S_26_Geno_Stone,Ravens,3,71,0.35,brown,26,S,71,207,84,88,57,45,70,78,56,77,75,0,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
Ar'Darius,Washington,S_1_Ar'Darius_Washington,Ravens,3,71,0.35,black,1,S,68,207,85,85,50,48,64,70,70,70,75,4,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Justin,Tucker,K_9_Justin_Tucker,Ravens,3,67,1,blonde,9,K,73,183,63,77,38,27,52,17,12,35,75,5,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jordan,Stout,P_11_Jordan_Stout,Ravens,3,69,1,black,11,P,75,210,60,84,47,47,22,36,12,51,75,4,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Josh,Allen,QB_17_Josh_Allen,Bills,4,95,1,brown,17,QB,77,240,85,88,76,98,40,33,12,88,75,5,-1,-1,1,-1,-1,-1,0,1,2,3,2,1,0
Case,Keenum,QB_18_Case_Keenum,Bills,4,69,1,brown,18,QB,73,215,73,78,54,70,47,45,15,51,75,2,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Devin,Singletary,RB_26_Devin_Singletary,Bills,4,81,0.2,black,26,RB,67,200,91,89,70,25,70,33,12,89,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
James,Cook,RB_28_James_Cook,Bills,4,82,0.3,black,28,RB,71,190,90,93,70,29,68,41,21,87,75,1,-1,0,0,-1,-1,-1,4,0,0,0,0,0,0
Zack,Moss,RB_20_Zack_Moss,Bills,4,73,0.25,black,20,RB,69,205,85,86,58,31,47,62,53,75,75,1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Duke,Johnson,RB_22_Duke_Johnson,Bills,4,76,0.2,black,22,RB,69,210,92,89,59,25,64,35,16,80,75,1,-1,-1,2,-1,-1,-1,6,0,0,0,0,0,0
Taiwan,Jones,RB_25_Taiwan_Jones,Bills,4,75,0.25,black,25,RB,72,195,87,90,55,29,65,32,10,84,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Landon,Byrd,RB_41_Landon_Byrd,Bills,4,64,0.35,brown,41,RB,70,184,74,72,54,32,49,54,25,66,75,0,0,-1,-1,-1,-1,-1,4,0,0,0,0,0,0
Darius,Harmon,RB_75_Darius_Harmon,Bills,4,63,0.25,black,75,RB,73,226,71,71,55,34,48,53,32,65,75,1,0,-1,1,-1,-1,-1,6,0,0,0,0,0,0
Stefon,Diggs,WR_14_Stefon_Diggs,Bills,4,92,0.25,black,14,WR,72,190,94,92,74,30,98,35,13,98,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Gabriel,Davis,WR_13_Gabriel_Davis,Bills,4,79,0.6,brown,13,WR,74,210,85,90,52,27,78,42,28,76,75,0,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,0
Jamison,Crowder,WR_80_Jamison_Crowder,Bills,4,81,0.2,black,80,WR,69,175,94,89,50,39,80,33,15,85,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Isaiah,McKenzie,WR_6_Isaiah_McKenzie,Bills,4,75,0.3,black,6,WR,68,175,94,92,45,20,63,33,16,73,75,4,-1,-1,2,-1,-1,-1,5,0,0,0,0,0,0
Khalil,Shakir,WR_10_Khalil_Shakir,Bills,4,74,0.55,black,10,WR,72,190,91,92,45,26,62,30,16,67,75,0,-1,-1,1,-1,-1,-1,3,0,0,0,0,0,0
Tavon,Austin,WR_86_Tavon_Austin,Bills,4,73,0.25,black,86,WR,68,185,91,92,42,30,60,37,13,65,75,0,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Marquez,Stevenson,WR_5_Marquez_Stevenson,Bills,4,71,0.25,black,5,WR,70,180,88,91,40,50,58,33,15,58,75,1,-1,-1,0,-1,-1,-1,5,0,0,0,0,0,0
Jake,Kumerow,WR_15_Jake_Kumerow,Bills,4,69,1,brown,15,WR,76,210,87,87,40,37,57,32,22,59,75,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Isaiah,Hodgins,WR_16_Isaiah_Hodgins,Bills,4,72,0.4,brown,16,WR,75,200,84,86,40,33,70,36,17,58,75,0,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Dawson,Knox,TE_88_Dawson_Knox,Bills,4,81,1,brown,88,TE,76,260,85,87,72,41,87,33,16,89,75,5,0,-1,2,-1,-1,-1,0,0,0,0,0,0,0
O.J.,Howard,TE_8_O.J._Howard,Bills,4,79,0.25,black,8,TE,78,250,85,87,75,32,82,29,12,75,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Tommy,Sweeney,TE_89_Tommy_Sweeney,Bills,4,69,1,brown,89,TE,77,250,77,76,65,15,68,37,17,70,75,5,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Dion,Dawkins,LT_73_Dion_Dawkins,Bills,4,81,0.45,black,73,LT,77,320,70,68,91,25,40,22,9,66,75,1,-1,-1,1,-1,-1,-1,7,0,0,0,0,0,0
Rodger,Saffold III,LG_76_Rodger_Saffold III,Bills,4,80,0.45,black,76,LG,77,325,68,61,88,32,57,43,12,73,75,4,0,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
Ike,Boettger,LG_65_Ike_Boettger,Bills,4,69,1,brown,65,LG,78,315,63,57,73,20,25,24,13,72,75,3,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jacob,Capra,LG_67_Jacob_Capra,Bills,4,61,1,brown,67,LG,80,310,62,55,63,12,42,32,11,60,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Mitch,Morse,C_60_Mitch_Morse,Bills,4,84,1,brown,60,C,78,305,65,67,92,30,39,21,9,76,75,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Ryan,Bates,RG_71_Ryan_Bates,Bills,4,67,1,brown,71,RG,76,300,71,69,67,26,33,23,16,65,75,3,0,-1,2,-1,-1,-1,6,0,0,0,0,0,0
Spencer,Brown,RT_79_Spencer_Brown,Bills,4,81,1,brown,79,RT,80,315,76,74,86,25,45,48,14,77,75,0,-1,-1,0,-1,-1,-1,5,0,0,0,0,0,0
Tommy,Doyle,RT_72_Tommy_Doyle,Bills,4,69,1,brown,72,RT,80,320,69,68,72,21,25,23,11,58,75,1,-1,0,1,-1,-1,-1,0,0,0,0,0,0,0
Bobby,Hart,RT_68_Bobby_Hart,Bills,4,63,0.3,black,68,RT,77,310,51,50,71,33,41,41,11,59,75,0,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Shaq,Lawson,DE_90_Shaq_Lawson,Bills,4,78,0.25,black,90,DE,78,265,77,76,78,20,38,82,35,75,75,1,-1,-1,2,-1,-1,-1,3,0,0,0,0,0,0
Gregory,Rousseau,DE_50_Gregory_Rousseau,Bills,4,81,0.3,black,50,DE,79,265,79,83,78,31,40,84,30,83,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
A.J.,Epenesa,DE_57_A.J._Epenesa,Bills,4,74,0.6,brown,57,DE,77,265,77,78,73,6,46,76,23,72,75,1,-1,-1,2,-1,-1,-1,2,0,0,0,0,0,0
Carlos,Basham Jr,DE_55_Carlos_Basham Jr,Bills,4,68,0.25,black,55,DE,75,280,76,86,64,20,38,65,35,67,75,1,-1,-1,2,-1,-1,-1,7,0,0,0,0,0,0
Kingsley,Jonathan,DE_59_Kingsley_Jonathan,Bills,4,67,0.2,black,59,DE,76,260,79,83,63,31,40,64,30,65,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Mike,Love,DE_56_Mike_Love,Bills,4,65,0.15,black,56,DE,75,255,75,78,62,21,35,62,30,63,75,0,0,-1,-1,-1,-1,-1,4,0,0,0,0,0,0
Daniel,Joseph,DE_45_Daniel_Joseph,Bills,4,63,0.2,black,45,DE,76,275,65,71,62,22,40,63,25,62,75,0,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Qadree,Willis,DE_51_Qadree_Willis,Bills,4,63,0.85,blonde,51,DE,77,254,65,68,63,23,41,61,25,61,75,3,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Ed,Oliver,DT_91_Ed_Oliver,Bills,4,86,0.3,black,91,DT,73,285,85,83,89,19,32,85,22,86,75,4,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
DaQuan,Jones,DT_92_DaQuan_Jones,Bills,4,79,0.35,black,92,DT,76,320,65,60,88,26,25,81,22,69,75,5,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Jordan,Phillips,DT_97_Jordan_Phillips,Bills,4,74,0.3,black,97,DT,76,340,64,66,80,21,41,76,22,65,75,0,-1,-1,1,-1,-1,-1,7,0,0,0,0,0,0
Brandin,Bryant,DT_93_Brandin_Bryant,Bills,4,63,0.2,black,93,DT,74,305,62,58,67,27,34,63,14,56,75,1,-1,0,2,-1,-1,-1,0,0,0,0,0,0,0
C.J.,Brewer,DT_98_C.J._Brewer,Bills,4,63,0.25,black,98,DT,74,290,63,58,67,20,31,62,23,54,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Prince,Emili,DT_94_Prince_Emili,Bills,4,63,0.2,black,94,DT,74,300,66,57,68,24,30,62,17,48,75,1,-1,-1,1,-1,-1,-1,7,0,0,0,0,0,0
Tim,Settle,DT_99_Tim_Settle,Bills,4,62,0.3,black,99,DT,75,313,62,60,65,13,42,61,30,53,75,0,-1,-1,1,-1,-1,-1,5,0,0,0,0,0,0
Tremaine,Edmunds,LB_49_Tremaine_Edmunds,Bills,4,86,0.25,black,49,LB,77,250,87,87,75,26,62,92,66,85,75,5,0,0,2,-1,-1,-1,6,0,0,0,0,0,0
Von,Miller,LB_40_Von_Miller,Bills,4,91,0.25,black,40,LB,75,250,90,89,95,18,73,97,53,92,75,1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0
Matt,Milano,LB_58_Matt_Milano,Bills,4,80,1,brown,58,LB,72,220,75,83,77,29,62,89,51,84,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tyler,Matakevich,LB_44_Tyler_Matakevich,Bills,4,68,1,brown,44,LB,73,235,76,77,62,35,59,64,46,62,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Tyrel,Dodson,LB_53_Tyrel_Dodson,Bills,4,70,0.25,black,53,LB,72,235,74,86,57,33,54,67,54,67,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Terrel,Bernard,LB_43_Terrel_Bernard,Bills,4,68,0.6,black,43,LB,73,225,73,80,56,19,56,65,53,65,75,4,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Baylon,Spector,LB_54_Baylon_Spector,Bills,4,69,1,brown,54,LB,72,230,78,82,58,23,54,64,48,68,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Marquel,Lee,LB_52_Marquel_Lee,Bills,4,68,0.25,black,52,LB,75,235,77,74,59,24,57,67,47,63,75,1,-1,-1,2,-1,-1,-1,2,0,0,0,0,0,0
Tre'Davious,White,CB_27_Tre'Davious_White,Bills,4,91,0.2,black,27,CB,71,190,91,91,77,23,78,85,95,95,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Kaiir,Elam,CB_24_Kaiir_Elam,Bills,4,85,0.1,black,24,CB,74,200,90,90,68,36,69,72,89,80,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Taron,Johnson,CB_7_Taron_Johnson,Bills,4,82,0.55,black,7,CB,71,190,85,90,63,41,70,80,83,81,75,1,-1,-1,1,-1,-1,-1,3,0,0,0,0,0,0
Siran,Neal,CB_66_Siran_Neal,Bills,4,72,0.25,black,66,CB,72,205,83,87,60,24,57,67,63,67,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Cam,Lewis,CB_39_Cam_Lewis,Bills,4,68,0.25,black,39,CB,69,185,73,80,56,25,53,63,64,65,75,1,0,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Dane,Jackson,CB_30_Dane_Jackson,Bills,4,67,0.3,black,30,CB,71,180,81,79,50,35,54,54,60,63,75,1,-1,-1,1,-1,-1,-1,4,0,0,0,0,0,0
Micah,Hyde,S_23_Micah_Hyde,Bills,4,84,0.55,black,23,S,72,195,91,90,72,27,78,94,82,95,75,0,0,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Jordan,Poyer,S_21_Jordan_Poyer,Bills,4,84,0.6,brown,21,S,72,190,90,90,70,29,75,93,84,94,75,0,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0
Damar ,Hamlin,S_31_Damar _Hamlin,Bills,4,73,0.3,black,31,S,72,200,86,86,62,28,67,77,59,84,75,1,0,0,1,-1,-1,-1,3,0,0,0,0,0,0
Jaquan,Johnson,S_4_Jaquan_Johnson,Bills,4,73,0.25,black,4,S,70,190,84,84,62,42,67,72,65,80,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tyler,Bass,K_2_Tyler_Bass,Bills,4,69,1,brown,2,K,70,180,68,75,41,27,38,31,13,64,75,4,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Matt,Araiza,P_19_Matt_Araiza,Bills,4,71,1,brown,19,P,74,200,65,84,54,57,32,26,18,60,75,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Baker,Mayfield,QB_6_Baker_Mayfield,Panthers,5,81,1,brown,6,QB,73,215,75,81,50,84,35,28,8,65,75,4,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0
Sam,Darnold,QB_14_Sam_Darnold,Panthers,5,77,1,blonde,14,QB,75,225,78,75,50,80,40,38,23,60,75,5,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Matt,Corral,QB_9_Matt_Corral,Panthers,5,73,1,black,9,QB,74,205,83,80,50,75,28,32,9,60,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Christian,McCaffrey,RB_22_Christian_McCaffrey,Panthers,5,91,1,brown,22,RB,71,205,98,94,84,46,95,45,16,95,75,4,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Chuba,Hubbard,RB_30_Chuba_Hubbard,Panthers,5,80,0.35,black,30,RB,73,210,90,89,69,31,65,38,12,87,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
D'Onta,Foreman,RB_33_D'Onta_Foreman,Panthers,5,78,0.35,brown,33,RB,72,235,87,94,61,35,62,29,14,86,75,0,-1,-1,2,-1,-1,-1,5,0,0,0,0,0,0
Giovanni,Ricci,RB_45_Giovanni_Ricci,Panthers,5,79,1,brown,45,RB,75,240,81,79,80,26,65,31,14,83,75,0,-1,-1,0,-1,-1,-1,4,0,0,0,0,0,0
DJ,Moore,WR_2_DJ_Moore,Panthers,5,86,0.4,black,2,WR,72,210,91,95,65,45,83,34,15,90,75,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0
Robby,Anderson,WR_3_Robby_Anderson,Panthers,5,81,0.45,brown,3,WR,75,190,84,93,60,28,74,39,24,82,75,0,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0
Terrance,Marshall Jr,WR_88_Terrance_Marshall Jr,Panthers,5,73,0.2,black,88,WR,74,200,80,89,54,35,61,36,22,68,75,1,-1,-1,2,-1,-1,-1,7,0,0,0,0,0,0
Shi,Smith,WR_12_Shi_Smith,Panthers,5,72,0.35,black,12,WR,70,190,89,92,56,50,54,38,20,60,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Charleston,Rambo,WR_85_Charleston_Rambo,Panthers,5,69,0.35,brown,85,WR,73,185,83,87,58,27,52,38,16,60,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Brandon,Zylstra,WR_16_Brandon_Zylstra,Panthers,5,72,1,brown,16,WR,74,215,90,94,54,27,51,36,15,62,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Andre,Roberts,WR_18_Andre_Roberts,Panthers,5,70,0.35,black,18,WR,71,195,85,90,55,25,50,48,43,62,75,1,-1,-1,1,-1,-1,-1,6,0,0,0,0,0,0
Andrew,Parchment,WR_15_Andrew_Parchment,Panthers,5,69,0.35,black,15,WR,74,190,80,87,57,35,52,39,9,62,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
